participant_id,episode_index,episode_phase,task,human_count,ai_count,total_count,human_share,was_skipped
Thinpath_P02,2,seed,Deliver wrong,0.0,5.0,5.0,0.0,False
Thinpath_P02,2,seed,Pick up from knife,2.0,9.0,11.0,0.18181818181818182,False
Thinpath_P02,2,seed,Pickup lettuce,16.0,14.0,30.0,0.5333333333333333,False
Thinpath_P02,2,seed,Pickup plate,5.0,8.0,13.0,0.38461538461538464,False
Thinpath_P02,2,seed,Place on counter,21.0,0.0,21.0,1.0,False
Thinpath_P02,2,seed,Place on knife,2.0,9.0,11.0,0.18181818181818182,False
Thinpath_P02,3,seed,Assemble salad,0.0,0.0,0.0,,True
Thinpath_P02,3,seed,Chop,0.0,0.0,0.0,,True
Thinpath_P02,3,seed,Deliver correct,0.0,0.0,0.0,,True
Thinpath_P02,3,seed,Deliver wrong,0.0,0.0,0.0,,True
Thinpath_P02,3,seed,Pick up from knife,0.0,0.0,0.0,,True
Thinpath_P02,3,seed,Pickup lettuce,2.0,2.0,4.0,0.5,True
Thinpath_P02,3,seed,Pickup plate,0.0,0.0,0.0,,True
Thinpath_P02,3,seed,Place on counter,2.0,0.0,2.0,1.0,True
Thinpath_P02,3,seed,Place on knife,0.0,0.0,0.0,,True
Thinpath_P02,4,seed,Assemble salad,0.0,0.0,0.0,,True
Thinpath_P02,4,seed,Chop,0.0,0.0,0.0,,True
Thinpath_P02,4,seed,Deliver correct,0.0,0.0,0.0,,True
Thinpath_P02,4,seed,Deliver wrong,0.0,0.0,0.0,,True
Thinpath_P02,4,seed,Pick up from knife,0.0,0.0,0.0,,True
Thinpath_P02,4,seed,Pickup lettuce,6.0,2.0,8.0,0.75,True
Thinpath_P02,4,seed,Pickup plate,0.0,0.0,0.0,,True
Thinpath_P02,4,seed,Place on counter,6.0,0.0,6.0,1.0,True
Thinpath_P02,4,seed,Place on knife,0.0,0.0,0.0,,True
Thinpath_P02,5,seed,Assemble salad,2.0,9.0,11.0,0.18181818181818182,False
Thinpath_P02,5,seed,Chop,1.0,10.0,11.0,0.09090909090909091,False
Thinpath_P02,5,seed,Deliver correct,7.0,0.0,7.0,1.0,False
Thinpath_P02,5,seed,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P02,5,seed,Pick up from knife,1.0,10.0,11.0,0.09090909090909091,False
Thinpath_P02,5,seed,Pickup lettuce,16.0,11.0,27.0,0.5925925925925926,False
Thinpath_P02,5,seed,Pickup plate,16.0,0.0,16.0,1.0,False
Thinpath_P02,5,seed,Place on counter,21.0,1.0,22.0,0.9545454545454546,False
Thinpath_P02,5,seed,Place on knife,1.0,10.0,11.0,0.09090909090909091,False
Thinpath_P02,6,bo,Assemble salad,0.0,12.0,12.0,0.0,False
Thinpath_P02,6,bo,Chop,0.0,14.0,14.0,0.0,False
Thinpath_P02,6,bo,Deliver correct,6.0,5.0,11.0,0.5454545454545454,False
Thinpath_P02,6,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P02,6,bo,Pick up from knife,0.0,14.0,14.0,0.0,False
Thinpath_P02,6,bo,Pickup lettuce,14.0,17.0,31.0,0.45161290322580644,False
Thinpath_P02,6,bo,Pickup plate,13.0,11.0,24.0,0.5416666666666666,False
Thinpath_P02,6,bo,Place on counter,21.0,9.0,30.0,0.7,False
Thinpath_P02,6,bo,Place on knife,0.0,14.0,14.0,0.0,False
Thinpath_P02,7,bo,Assemble salad,4.0,3.0,7.0,0.5714285714285714,False
Thinpath_P02,7,bo,Chop,3.0,6.0,9.0,0.3333333333333333,False
Thinpath_P02,7,bo,Deliver correct,3.0,0.0,3.0,1.0,False
Thinpath_P02,7,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P02,7,bo,Pick up from knife,3.0,6.0,9.0,0.3333333333333333,False
Thinpath_P02,7,bo,Pickup lettuce,15.0,6.0,21.0,0.7142857142857143,False
Thinpath_P02,7,bo,Pickup plate,10.0,0.0,10.0,1.0,False
Thinpath_P02,7,bo,Place on counter,16.0,2.0,18.0,0.8888888888888888,False
Thinpath_P02,7,bo,Place on knife,3.0,6.0,9.0,0.3333333333333333,False
Thinpath_P02,9,bo,Assemble salad,0.0,14.0,14.0,0.0,False
Thinpath_P02,9,bo,Chop,0.0,14.0,14.0,0.0,False
Thinpath_P02,9,bo,Deliver correct,7.0,5.0,12.0,0.5833333333333334,False
Thinpath_P02,9,bo,Deliver wrong,0.0,3.0,3.0,0.0,False
Thinpath_P02,9,bo,Pick up from knife,0.0,14.0,14.0,0.0,False
Thinpath_P02,9,bo,Pickup lettuce,17.0,18.0,35.0,0.4857142857142857,False
Thinpath_P02,9,bo,Pickup plate,14.0,5.0,19.0,0.7368421052631579,False
Thinpath_P02,9,bo,Place on counter,23.0,0.0,23.0,1.0,False
Thinpath_P02,9,bo,Place on knife,0.0,14.0,14.0,0.0,False
Thinpath_P02,11,bo,Assemble salad,3.0,6.0,9.0,0.3333333333333333,False
Thinpath_P02,11,bo,Chop,6.0,4.0,10.0,0.6,False
Thinpath_P02,11,bo,Deliver correct,4.0,4.0,8.0,0.5,False
Thinpath_P02,11,bo,Deliver wrong,0.0,5.0,5.0,0.0,False
Thinpath_P02,11,bo,Pick up from knife,6.0,4.0,10.0,0.6,False
Thinpath_P02,11,bo,Pickup lettuce,18.0,32.0,50.0,0.36,False
Thinpath_P02,11,bo,Pickup plate,10.0,4.0,14.0,0.7142857142857143,False
Thinpath_P02,11,bo,Place on counter,21.0,20.0,41.0,0.5121951219512195,False
Thinpath_P02,11,bo,Place on knife,6.0,4.0,10.0,0.6,False
Thinpath_P02,12,bo,Assemble salad,3.0,2.0,5.0,0.6,False
Thinpath_P02,12,bo,Chop,4.0,2.0,6.0,0.6666666666666666,False
Thinpath_P02,12,bo,Deliver correct,2.0,2.0,4.0,0.5,False
Thinpath_P02,12,bo,Deliver wrong,0.0,2.0,2.0,0.0,False
Thinpath_P02,12,bo,Pick up from knife,4.0,2.0,6.0,0.6666666666666666,False
Thinpath_P02,12,bo,Pickup lettuce,17.0,6.0,23.0,0.7391304347826086,False
Thinpath_P02,12,bo,Pickup plate,8.0,2.0,10.0,0.8,False
Thinpath_P02,12,bo,Place on counter,18.0,0.0,18.0,1.0,False
Thinpath_P02,12,bo,Place on knife,4.0,2.0,6.0,0.6666666666666666,False
Thinpath_P02,13,bo_replay_best,Assemble salad,0.0,12.0,12.0,0.0,False
Thinpath_P02,13,bo_replay_best,Chop,6.0,8.0,14.0,0.42857142857142855,False
Thinpath_P02,13,bo_replay_best,Deliver correct,3.0,8.0,11.0,0.2727272727272727,False
Thinpath_P02,13,bo_replay_best,Deliver wrong,1.0,0.0,1.0,1.0,False
Thinpath_P02,13,bo_replay_best,Pick up from knife,6.0,8.0,14.0,0.42857142857142855,False
Thinpath_P02,13,bo_replay_best,Pickup lettuce,16.0,23.0,39.0,0.41025641025641024,False
Thinpath_P02,13,bo_replay_best,Pickup plate,4.0,12.0,16.0,0.25,False
Thinpath_P02,13,bo_replay_best,Place on counter,16.0,13.0,29.0,0.5517241379310345,False
Thinpath_P02,13,bo_replay_best,Place on knife,6.0,8.0,14.0,0.42857142857142855,False
Thinpath_P02,14,stress,Assemble salad,2.0,8.0,10.0,0.2,False
Thinpath_P02,14,stress,Chop,8.0,3.0,11.0,0.7272727272727273,False
Thinpath_P02,14,stress,Deliver correct,2.0,5.0,7.0,0.2857142857142857,False
Thinpath_P02,14,stress,Deliver wrong,0.0,3.0,3.0,0.0,False
Thinpath_P02,14,stress,Pick up from knife,8.0,3.0,11.0,0.7272727272727273,False
Thinpath_P02,14,stress,Pickup lettuce,17.0,29.0,46.0,0.3695652173913043,False
Thinpath_P02,14,stress,Pickup plate,7.0,6.0,13.0,0.5384615384615384,False
Thinpath_P02,14,stress,Place on counter,18.0,17.0,35.0,0.5142857142857142,False
Thinpath_P02,14,stress,Place on knife,8.0,3.0,11.0,0.7272727272727273,False
Thinpath_P02,15,stress,Assemble salad,0.0,2.0,2.0,0.0,False
Thinpath_P02,15,stress,Chop,3.0,2.0,5.0,0.6,False
Thinpath_P02,15,stress,Deliver correct,0.0,2.0,2.0,0.0,False
Thinpath_P02,15,stress,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P02,15,stress,Pick up from knife,3.0,2.0,5.0,0.6,False
Thinpath_P02,15,stress,Pickup lettuce,17.0,5.0,22.0,0.7727272727272727,False
Thinpath_P02,15,stress,Pickup plate,2.0,2.0,4.0,0.5,False
Thinpath_P02,15,stress,Place on counter,17.0,0.0,17.0,1.0,False
Thinpath_P02,15,stress,Place on knife,3.0,2.0,5.0,0.6,False
Thinpath_P02,16,stress,Assemble salad,2.0,5.0,7.0,0.2857142857142857,False
Thinpath_P02,16,stress,Chop,4.0,3.0,7.0,0.5714285714285714,False
Thinpath_P02,16,stress,Deliver correct,1.0,2.0,3.0,0.3333333333333333,False
Thinpath_P02,16,stress,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P02,16,stress,Pick up from knife,4.0,3.0,7.0,0.5714285714285714,False
Thinpath_P02,16,stress,Pickup lettuce,23.0,6.0,29.0,0.7931034482758621,False
Thinpath_P02,16,stress,Pickup plate,4.0,3.0,7.0,0.5714285714285714,False
Thinpath_P02,16,stress,Place on counter,22.0,0.0,22.0,1.0,False
Thinpath_P02,16,stress,Place on knife,4.0,3.0,7.0,0.5714285714285714,False
Thinpath_P02,17,replay_optimal,Assemble salad,0.0,10.0,10.0,0.0,False
Thinpath_P02,17,replay_optimal,Chop,0.0,11.0,11.0,0.0,False
Thinpath_P02,17,replay_optimal,Deliver correct,8.0,1.0,9.0,0.8888888888888888,False
Thinpath_P02,17,replay_optimal,Deliver wrong,0.0,6.0,6.0,0.0,False
Thinpath_P02,17,replay_optimal,Pick up from knife,0.0,11.0,11.0,0.0,False
Thinpath_P02,17,replay_optimal,Pickup lettuce,12.0,27.0,39.0,0.3076923076923077,False
Thinpath_P02,17,replay_optimal,Pickup plate,20.0,1.0,21.0,0.9523809523809523,False
Thinpath_P02,17,replay_optimal,Place on counter,24.0,10.0,34.0,0.7058823529411765,False
Thinpath_P02,17,replay_optimal,Place on knife,0.0,11.0,11.0,0.0,False
Thinpath_P03,1,seed,Assemble salad,3.0,4.0,7.0,0.42857142857142855,True
Thinpath_P03,1,seed,Chop,5.0,4.0,9.0,0.5555555555555556,True
Thinpath_P03,1,seed,Deliver correct,1.0,2.0,3.0,0.3333333333333333,True
Thinpath_P03,1,seed,Deliver wrong,0.0,0.0,0.0,,True
Thinpath_P03,1,seed,Pick up from knife,7.0,4.0,11.0,0.6363636363636364,True
Thinpath_P03,1,seed,Pickup lettuce,13.0,5.0,18.0,0.7222222222222222,True
Thinpath_P03,1,seed,Pickup plate,4.0,5.0,9.0,0.4444444444444444,True
Thinpath_P03,1,seed,Place on counter,11.0,1.0,12.0,0.9166666666666666,True
Thinpath_P03,1,seed,Place on knife,7.0,4.0,11.0,0.6363636363636364,True
Thinpath_P03,2,seed,Assemble salad,3.0,7.0,10.0,0.3,False
Thinpath_P03,2,seed,Chop,5.0,7.0,12.0,0.4166666666666667,False
Thinpath_P03,2,seed,Deliver correct,1.0,7.0,8.0,0.125,False
Thinpath_P03,2,seed,Deliver wrong,1.0,2.0,3.0,0.3333333333333333,False
Thinpath_P03,2,seed,Pick up from knife,7.0,7.0,14.0,0.5,False
Thinpath_P03,2,seed,Pickup lettuce,14.0,12.0,26.0,0.5384615384615384,False
Thinpath_P03,2,seed,Pickup plate,3.0,7.0,10.0,0.3,False
Thinpath_P03,2,seed,Place on counter,11.0,2.0,13.0,0.8461538461538461,False
Thinpath_P03,2,seed,Place on knife,7.0,7.0,14.0,0.5,False
Thinpath_P03,3,seed,Assemble salad,6.0,5.0,11.0,0.5454545454545454,False
Thinpath_P03,3,seed,Chop,6.0,5.0,11.0,0.5454545454545454,False
Thinpath_P03,3,seed,Deliver correct,6.0,1.0,7.0,0.8571428571428571,False
Thinpath_P03,3,seed,Deliver wrong,0.0,1.0,1.0,0.0,False
Thinpath_P03,3,seed,Pick up from knife,7.0,5.0,12.0,0.5833333333333334,False
Thinpath_P03,3,seed,Pickup lettuce,18.0,7.0,25.0,0.72,False
Thinpath_P03,3,seed,Pickup plate,16.0,1.0,17.0,0.9411764705882353,False
Thinpath_P03,3,seed,Place on counter,21.0,0.0,21.0,1.0,False
Thinpath_P03,3,seed,Place on knife,7.0,5.0,12.0,0.5833333333333334,False
Thinpath_P03,4,seed,Assemble salad,3.0,2.0,5.0,0.6,True
Thinpath_P03,4,seed,Chop,5.0,2.0,7.0,0.7142857142857143,True
Thinpath_P03,4,seed,Deliver correct,3.0,0.0,3.0,1.0,True
Thinpath_P03,4,seed,Deliver wrong,2.0,2.0,4.0,0.5,True
Thinpath_P03,4,seed,Pick up from knife,7.0,2.0,9.0,0.7777777777777778,True
Thinpath_P03,4,seed,Pickup lettuce,21.0,6.0,27.0,0.7777777777777778,True
Thinpath_P03,4,seed,Pickup plate,4.0,0.0,4.0,1.0,True
Thinpath_P03,4,seed,Place on counter,15.0,2.0,17.0,0.8823529411764706,True
Thinpath_P03,4,seed,Place on knife,7.0,2.0,9.0,0.7777777777777778,True
Thinpath_P03,5,seed,Assemble salad,1.0,16.0,17.0,0.058823529411764705,False
Thinpath_P03,5,seed,Chop,1.0,17.0,18.0,0.05555555555555555,False
Thinpath_P03,5,seed,Deliver correct,16.0,0.0,16.0,1.0,False
Thinpath_P03,5,seed,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P03,5,seed,Pick up from knife,1.0,17.0,18.0,0.05555555555555555,False
Thinpath_P03,5,seed,Pickup lettuce,21.0,17.0,38.0,0.5526315789473685,False
Thinpath_P03,5,seed,Pickup plate,21.0,0.0,21.0,1.0,False
Thinpath_P03,5,seed,Place on counter,23.0,0.0,23.0,1.0,False
Thinpath_P03,5,seed,Place on knife,1.0,17.0,18.0,0.05555555555555555,False
Thinpath_P03,6,bo,Assemble salad,10.0,0.0,10.0,1.0,False
Thinpath_P03,6,bo,Chop,12.0,0.0,12.0,1.0,False
Thinpath_P03,6,bo,Deliver correct,9.0,0.0,9.0,1.0,False
Thinpath_P03,6,bo,Deliver wrong,1.0,1.0,2.0,0.5,False
Thinpath_P03,6,bo,Pick up from knife,12.0,0.0,12.0,1.0,False
Thinpath_P03,6,bo,Pickup lettuce,18.0,3.0,21.0,0.8571428571428571,False
Thinpath_P03,6,bo,Pickup plate,11.0,0.0,11.0,1.0,False
Thinpath_P03,6,bo,Place on counter,7.0,0.0,7.0,1.0,False
Thinpath_P03,6,bo,Place on knife,12.0,0.0,12.0,1.0,False
Thinpath_P03,7,bo,Assemble salad,0.0,4.0,4.0,0.0,False
Thinpath_P03,7,bo,Chop,0.0,4.0,4.0,0.0,False
Thinpath_P03,7,bo,Deliver correct,1.0,2.0,3.0,0.3333333333333333,False
Thinpath_P03,7,bo,Deliver wrong,0.0,0.0,0.0,,False
Thinpath_P03,7,bo,Pick up from knife,0.0,4.0,4.0,0.0,False
Thinpath_P03,7,bo,Pickup lettuce,10.0,5.0,15.0,0.6666666666666666,False
Thinpath_P03,7,bo,Pickup plate,3.0,2.0,5.0,0.6,False
Thinpath_P03,7,bo,Place on counter,12.0,0.0,12.0,1.0,False
Thinpath_P03,7,bo,Place on knife,0.0,4.0,4.0,0.0,False
Thinpath_P03,9,bo,Assemble salad,0.0,16.0,16.0,0.0,False
Thinpath_P03,9,bo,Chop,0.0,17.0,17.0,0.0,False
Thinpath_P03,9,bo,Deliver correct,15.0,0.0,15.0,1.0,False
Thinpath_P03,9,bo,Deliver wrong,0.0,0.0,0.0,,False
